Lähdekansio;Tiedostonimi;Tunniste;Koko (KB);Luotu;Muokattu;Koko Tiedostopolku
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.22.png;.png;352.45;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.22.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.38.png;.png;303.67;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.38.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.54.png;.png;247.36;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.57.54.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.58.18.png;.png;287.75;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-23 kello 17.58.18.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-23 kello 23.41.06.png;.png;1383.72;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-23 kello 23.41.06.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_Nayttokuva 2025-02-25 kello 15.15.23.png;.png;535.18;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Nayttokuva 2025-02-25 kello 15.15.23.png
Kesko vastaus 3.2.2026;2025-10-07_14-10_PORHO Tietopyynto 27 Hel.pdf;.pdf;42.13;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_PORHO Tietopyynto 27 Hel.pdf
Kesko vastaus 3.2.2026;2025-10-07_14-10_Vastaus Porho Autoliike Oy 27.2.2025.pdf;.pdf;31.22;2026-03-23 13:41:22;2026-03-23 13:41:22;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_14-10_Vastaus Porho Autoliike Oy 27.2.2025.pdf
Kesko vastaus 3.2.2026;2025-10-07_15-11_AUDI 15.2.2025 ja vikailmoitus.jpg;.jpg;104.43;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_15-11_AUDI 15.2.2025 ja vikailmoitus.jpg
Kesko vastaus 3.2.2026;2025-10-07_15-11_Kuva 2 sijaisauto.png;.png;31.19;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_15-11_Kuva 2 sijaisauto.png
Kesko vastaus 3.2.2026;2025-10-07_15-11_MarkusKaprio_KeskoReklamaatio_4_8_2025.pdf;.pdf;634.15;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_15-11_MarkusKaprio_KeskoReklamaatio_4_8_2025.pdf
Kesko vastaus 3.2.2026;2025-10-07_15-11_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg;.jpg;242.23;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-07_15-11_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg
Kesko vastaus 3.2.2026;2025-10-10_03-50_paatos.pdf;.pdf;7.94;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-10_03-50_paatos.pdf
Kesko vastaus 3.2.2026;2025-10-11_13-13_Tietosuojavaltuutetun toimiston vastaus.pdf;.pdf;89.78;2026-03-23 13:44:29;2026-03-23 13:44:29;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-11_13-13_Tietosuojavaltuutetun toimiston vastaus.pdf
Kesko vastaus 3.2.2026;2025-10-12_15-33_02DBA601-C03B-4903-82B6-3A6F058F599E.jpg;.jpg;496.34;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-12_15-33_02DBA601-C03B-4903-82B6-3A6F058F599E.jpg
Kesko vastaus 3.2.2026;2025-10-17_10-37_Testeri-raportti.jpg;.jpg;248.58;2026-03-23 13:42:44;2026-03-23 13:42:44;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-17_10-37_Testeri-raportti.jpg
Kesko vastaus 3.2.2026;2025-10-17_11-11_Testeri-raportti.jpg;.jpg;248.58;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-17_11-11_Testeri-raportti.jpg
Kesko vastaus 3.2.2026;2025-10-17_11-48_Testeri-raportti.jpg;.jpg;248.58;2026-03-23 13:41:23;2026-03-23 13:41:23;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-17_11-48_Testeri-raportti.jpg
Kesko vastaus 3.2.2026;2025-10-24_10-28_blocked.gif;.gif;0.12;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-24_10-28_blocked.gif
Kesko vastaus 3.2.2026;2025-10-24_10-30_blocked.gif;.gif;0.12;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-24_10-30_blocked.gif
Kesko vastaus 3.2.2026;2025-10-24_13-28_blocked.gif;.gif;0.12;2026-03-23 13:40:13;2026-03-23 13:40:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-24_13-28_blocked.gif
Kesko vastaus 3.2.2026;2025-10-24_17-27_blocked.gif;.gif;0.12;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-24_17-27_blocked.gif
Kesko vastaus 3.2.2026;2025-10-26_18-26_Markus ja Trafi-paperi.png;.png;219.01;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-26_18-26_Markus ja Trafi-paperi.png
Kesko vastaus 3.2.2026;2025-10-26_18-36_Markus ja Trafi-paperi.png;.png;219.01;2026-03-23 13:42:44;2026-03-23 13:42:44;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-26_18-36_Markus ja Trafi-paperi.png
Kesko vastaus 3.2.2026;2025-10-27_14-38_RZS-139.pdf;.pdf;14.41;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-10-27_14-38_RZS-139.pdf
Kesko vastaus 3.2.2026;2025-11-03_07-20_image.png;.png;225.28;2026-03-23 13:40:13;2026-03-23 13:40:13;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-11-03_07-20_image.png
Kesko vastaus 3.2.2026;2025-11-03_10-08_image.png;.png;225.28;2026-03-23 13:41:24;2026-03-23 13:41:24;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-11-03_10-08_image.png
Kesko vastaus 3.2.2026;2025-12-12_18-48_blocked.gif;.gif;0.12;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-12_18-48_blocked.gif
Kesko vastaus 3.2.2026;2025-12-15_19-37_blocked.gif;.gif;0.12;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-15_19-37_blocked.gif
Kesko vastaus 3.2.2026;2025-12-15_19-38_blocked.gif;.gif;0.12;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-15_19-38_blocked.gif
Kesko vastaus 3.2.2026;2025-12-19_17-15_image.png;.png;243.08;2026-03-23 13:39:53;2026-03-23 13:39:53;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-19_17-15_image.png
Kesko vastaus 3.2.2026;2025-12-21_12-37_blocked.gif;.gif;0.12;2026-03-23 13:42:46;2026-03-23 13:42:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_12-37_blocked.gif
Kesko vastaus 3.2.2026;2025-12-21_12-37_image.png;.png;243.08;2026-03-23 13:42:46;2026-03-23 13:42:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_12-37_image.png
Kesko vastaus 3.2.2026;2025-12-21_13-26_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-26_Audi Q7 e-tron  Markus Kaprio finnland.pdf
Kesko vastaus 3.2.2026;2025-12-21_13-26_Kuva 1 korjauskustannus 45 000 1.3.2023 huollosta.png;.png;45.57;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-26_Kuva 1 korjauskustannus 45 000 1.3.2023 huollosta.png
Kesko vastaus 3.2.2026;2025-12-21_13-26_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg;.jpg;242.23;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-26_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg
Kesko vastaus 3.2.2026;2025-12-21_13-27_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-27_Audi Q7 e-tron  Markus Kaprio finnland.pdf
Kesko vastaus 3.2.2026;2025-12-21_13-27_blocked.gif;.gif;0.12;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-27_blocked.gif
Kesko vastaus 3.2.2026;2025-12-21_13-27_Kuva 1 korjauskustannus 45 000 1.3.2023 huollosta.png;.png;45.57;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-27_Kuva 1 korjauskustannus 45 000 1.3.2023 huollosta.png
Kesko vastaus 3.2.2026;2025-12-21_13-27_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg;.jpg;242.23;2026-03-23 13:41:56;2026-03-23 13:41:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-21_13-27_PÖRHÖ ja testeri-mittaus 5.2.2025.jpg
Kesko vastaus 3.2.2026;2025-12-25_13-56_blocked.gif;.gif;0.12;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_13-56_blocked.gif
Kesko vastaus 3.2.2026;2025-12-25_14-57_Näyttökuva 2025-02-23 kello 17.57.22.png;.png;352.45;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Näyttökuva 2025-02-23 kello 17.57.22.png
Kesko vastaus 3.2.2026;2025-12-25_14-57_Näyttökuva 2025-02-23 kello 17.57.54.png;.png;247.36;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Näyttökuva 2025-02-23 kello 17.57.54.png
Kesko vastaus 3.2.2026;2025-12-25_14-57_Näyttökuva 2025-02-23 kello 23.41.06.png;.png;1383.72;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Näyttökuva 2025-02-23 kello 23.41.06.png
Kesko vastaus 3.2.2026;2025-12-25_14-57_Näyttökuva 2025-02-24 kello 12.02.02.png;.png;266.19;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Näyttökuva 2025-02-24 kello 12.02.02.png
Kesko vastaus 3.2.2026;2025-12-25_14-57_Näyttökuva 2025-02-27 kello 16.15.14.png;.png;422.36;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Näyttökuva 2025-02-27 kello 16.15.14.png
Kesko vastaus 3.2.2026;2025-12-25_14-57_Porho_Tietopyynto_Vastaus.pdf;.pdf;2.99;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Porho_Tietopyynto_Vastaus.pdf
Kesko vastaus 3.2.2026;2025-12-25_14-57_PÖRHÖ AUTOLIIKE OY  TIETOPYYNTÖ.pdf;.pdf;38.61;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_PÖRHÖ AUTOLIIKE OY  TIETOPYYNTÖ.pdf
Kesko vastaus 3.2.2026;2025-12-25_14-57_PÖRHÖ AUTOLIIKE OY Vaatimus 27.pdf;.pdf;110.66;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_PÖRHÖ AUTOLIIKE OY Vaatimus 27.pdf
Kesko vastaus 3.2.2026;2025-12-25_14-57_PÖRHÖ Tietopyyntö 27 Hel.pdf;.pdf;42.13;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_PÖRHÖ Tietopyyntö 27 Hel.pdf
Kesko vastaus 3.2.2026;2025-12-25_14-57_Vastaus Pörhö Autoliike Oy laiminlyöntiin.pdf;.pdf;64.68;2026-03-23 13:41:57;2026-03-23 13:41:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-12-25_14-57_Vastaus Pörhö Autoliike Oy laiminlyöntiin.pdf
Kesko vastaus 3.2.2026;2026-01-05_13-32_blocked.gif;.gif;0.12;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-05_13-32_blocked.gif
Kesko vastaus 3.2.2026;2026-01-05_17-43_blocked.gif;.gif;0.12;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-05_17-43_blocked.gif
Kesko vastaus 3.2.2026;2026-01-06_19-13_blocked.gif;.gif;0.12;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-06_19-13_blocked.gif
Kesko vastaus 3.2.2026;2026-01-08_11-30_blocked.gif;.gif;0.12;2026-03-23 13:39:55;2026-03-23 13:39:55;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-08_11-30_blocked.gif
Kesko vastaus 3.2.2026;2026-01-08_11-52_blocked.gif;.gif;0.12;2026-03-23 13:39:55;2026-03-23 13:39:55;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-08_11-52_blocked.gif
Kesko vastaus 3.2.2026;2026-01-08_13-40_blocked.gif;.gif;0.12;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-08_13-40_blocked.gif
Kesko vastaus 3.2.2026;2026-01-09_10-42_Kesko SpeakUp-vastaus Harri Spolander 2.png;.png;192.24;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-09_10-42_Kesko SpeakUp-vastaus Harri Spolander 2.png
Kesko vastaus 3.2.2026;2026-01-09_10-42_Porho_Tietopyynto_Vastaus.pdf;.pdf;2.99;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-09_10-42_Porho_Tietopyynto_Vastaus.pdf
Kesko vastaus 3.2.2026;2026-01-09_10-42_PÖRHÖ AUTOLIIKE OY  TIETOPYYNTÖ.pdf;.pdf;38.61;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-09_10-42_PÖRHÖ AUTOLIIKE OY  TIETOPYYNTÖ.pdf
Kesko vastaus 3.2.2026;2026-01-09_12-18_blocked.gif;.gif;0.12;2026-03-23 13:42:00;2026-03-23 13:42:00;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-09_12-18_blocked.gif
Kesko vastaus 3.2.2026;2026-01-13_17-23_blocked.gif;.gif;0.12;2026-03-23 13:39:55;2026-03-23 13:39:55;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-13_17-23_blocked.gif
Kesko vastaus 3.2.2026;2026-01-13_21-18_blocked.gif;.gif;0.12;2026-03-23 13:42:04;2026-03-23 13:42:04;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-13_21-18_blocked.gif
Kesko vastaus 3.2.2026;2026-01-20_12-56_image001.png;.png;4.65;2026-03-23 13:39:56;2026-03-23 13:39:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-20_12-56_image001.png
Kesko vastaus 3.2.2026;2026-01-20_15-24_image001.png;.png;4.65;2026-03-23 13:42:46;2026-03-23 13:42:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-20_15-24_image001.png
Kesko vastaus 3.2.2026;2026-01-20_15-39_image001.png;.png;4.65;2026-03-23 13:42:06;2026-03-23 13:42:06;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-20_15-39_image001.png
Kesko vastaus 3.2.2026;2026-01-26_11-21_image001.png;.png;4.44;2026-03-23 13:39:57;2026-03-23 13:39:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-26_11-21_image001.png
Kesko vastaus 3.2.2026;2026-01-26_14-32_image001.png;.png;4.44;2026-03-23 13:42:46;2026-03-23 13:42:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-26_14-32_image001.png
Kesko vastaus 3.2.2026;2026-01-26_15-37_blocked.gif;.gif;0.12;2026-03-23 13:42:06;2026-03-23 13:42:06;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-26_15-37_blocked.gif
Kesko vastaus 3.2.2026;2026-01-26_15-54_blocked.gif;.gif;0.12;2026-03-23 13:42:06;2026-03-23 13:42:06;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-26_15-54_blocked.gif
Kesko vastaus 3.2.2026;2026-01-26_18-51_image001.png;.png;4.44;2026-03-23 13:42:06;2026-03-23 13:42:06;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-01-26_18-51_image001.png
Kesko vastaus 3.2.2026;2026-02-02_07-16_image001.gif;.gif;0.12;2026-03-23 13:40:15;2026-03-23 13:40:15;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_07-16_image001.gif
Kesko vastaus 3.2.2026;2026-02-02_07-16_image002.png;.png;26.52;2026-03-23 13:40:15;2026-03-23 13:40:15;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_07-16_image002.png
Kesko vastaus 3.2.2026;2026-02-02_10-33_blocked.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-33_blocked.gif
Kesko vastaus 3.2.2026;2026-02-02_10-33_image001.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-33_image001.gif
Kesko vastaus 3.2.2026;2026-02-02_10-33_image002.png;.png;26.52;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-33_image002.png
Kesko vastaus 3.2.2026;2026-02-02_10-34_blocked.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-34_blocked.gif
Kesko vastaus 3.2.2026;2026-02-02_10-34_image001.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-34_image001.gif
Kesko vastaus 3.2.2026;2026-02-02_10-34_image002.png;.png;26.52;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_10-34_image002.png
Kesko vastaus 3.2.2026;2026-02-02_14-13_AUDI RZS-139 TRAFI-tiedot.pdf;.pdf;776.24;2026-03-23 13:42:46;2026-03-23 13:42:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_14-13_AUDI RZS-139 TRAFI-tiedot.pdf
Kesko vastaus 3.2.2026;2026-02-02_16-08_image001.png;.png;28.15;2026-03-23 13:39:58;2026-03-23 13:39:58;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_16-08_image001.png
Kesko vastaus 3.2.2026;2026-02-02_16-08_image002.png;.png;26.52;2026-03-23 13:39:58;2026-03-23 13:39:58;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_16-08_image002.png
Kesko vastaus 3.2.2026;2026-02-02_16-08_image003.gif;.gif;0.12;2026-03-23 13:39:58;2026-03-23 13:39:58;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_16-08_image003.gif
Kesko vastaus 3.2.2026;2026-02-02_18-59_blocked.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_18-59_blocked.gif
Kesko vastaus 3.2.2026;2026-02-02_18-59_image001.png;.png;28.15;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_18-59_image001.png
Kesko vastaus 3.2.2026;2026-02-02_18-59_image002.png;.png;26.52;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_18-59_image002.png
Kesko vastaus 3.2.2026;2026-02-02_18-59_image003.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_18-59_image003.gif
Kesko vastaus 3.2.2026;2026-02-02_19-00_blocked.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_19-00_blocked.gif
Kesko vastaus 3.2.2026;2026-02-02_19-00_image001.png;.png;28.15;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_19-00_image001.png
Kesko vastaus 3.2.2026;2026-02-02_19-00_image002.png;.png;26.52;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_19-00_image002.png
Kesko vastaus 3.2.2026;2026-02-02_19-00_image003.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-02_19-00_image003.gif
Kesko vastaus 3.2.2026;2026-02-03_10-32_logo.png;.png;0.59;2026-03-23 13:39:58;2026-03-23 13:39:58;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-03_10-32_logo.png
Kesko vastaus 3.2.2026;2026-02-03_13-14_blocked.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-03_13-14_blocked.gif
Kesko vastaus 3.2.2026;2026-02-03_13-14_image001.png;.png;28.15;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-03_13-14_image001.png
Kesko vastaus 3.2.2026;2026-02-03_13-14_image002.png;.png;26.52;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-03_13-14_image002.png
Kesko vastaus 3.2.2026;2026-02-03_13-14_image003.gif;.gif;0.12;2026-03-23 13:42:07;2026-03-23 13:42:07;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-03_13-14_image003.gif
Kesko vastaus 3.2.2026;2026-02-04_00-12_Katja  K-Auto sekä luovutusjälki.png;.png;81.56;2026-03-23 13:40:16;2026-03-23 13:40:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-04_00-12_Katja  K-Auto sekä luovutusjälki.png
Kesko vastaus 3.2.2026;2026-02-04_18-09_Audi AG.pdf;.pdf;1007.06;2026-03-23 13:40:16;2026-03-23 13:40:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-04_18-09_Audi AG.pdf
Kesko vastaus 3.2.2026;2026-02-04_18-09_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:40:16;2026-03-23 13:40:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2026-02-04_18-09_Audi Q7 e-tron  Markus Kaprio finnland.pdf
